user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement,label
user_228,session_598,Mobile,5,4,12,6,1.79,10,414x896,Safari,english,60,none,Kolkata,1020.07,2024-05-14 21:00:00,0,0
user_473,session_599,PC,4,11,0,11,0.0,104,414x896,Edge,english,60,portrait,Unknown,1110.36,2025-06-08 22:00:00,254,0
user_116,session_600,Mobile,3,5,8,5,1.79,51,1366x768,Chrome,hindi,330,portrait,Mumbai,1670.32,2025-06-20 12:00:00,0,0
user_317,session_601,PC,10,17,0,13,0.0,19,360x640,Edge,hindi,330,landscape,Delhi,672.11,2024-08-01 18:00:00,54,0
user_278,session_602,Mobile,6,8,6,3,0.4,152,1366x768,Safari,foreign,60,landscape,Mumbai,1574.36,2025-01-15 00:00:00,0,0
user_126,session_603,PC,10,15,0,15,0.0,146,1440x900,Edge,foreign,60,none,Mumbai,35.91,2024-12-04 04:00:00,385,0
user_392,session_604,PC,11,14,0,18,0.0,59,360x640,Chrome,english,480,landscape,Unknown,175.83,2025-05-12 11:00:00,155,0
user_395,session_605,PC,6,15,0,12,0.0,31,360x640,Edge,foreign,0,portrait,Kolkata,3612.84,2025-02-24 16:00:00,80,0
user_128,session_606,PC,8,16,0,23,0.0,91,1920x1080,Chrome,foreign,480,none,Mumbai,770.82,2025-02-24 21:00:00,219,0
user_57,session_607,PC,7,12,0,14,0.0,30,360x640,Safari,english,60,portrait,Indore,77.19,2025-06-29 21:00:00,67,0
user_121,session_608,Mobile,5,4,13,5,0.82,24,1440x900,Safari,english,-330,landscape,Mumbai,175.05,2024-05-28 07:00:00,0,0
user_0,session_609,Mobile,5,4,5,6,1.01,118,360x640,Firefox,hindi,60,landscape,Unknown,430.36,2024-05-29 06:00:00,0,0
user_238,session_610,Mobile,36,6,34,8,3.62,10,1366x768,Firefox,hindi,-330,none,Kolkata,56.67,2025-02-20 17:00:00,1543,1
user_289,session_611,Mobile,4,8,9,11,1.05,10,360x640,Edge,hindi,480,none,Mumbai,1529.48,2024-09-13 13:00:00,0,0
user_95,session_612,PC,7,14,0,18,0.0,10,1366x768,Edge,foreign,480,none,Bangalore,1019.32,2025-06-18 16:00:00,36,0
user_125,session_613,PC,5,14,0,7,0.0,14,414x896,Chrome,foreign,480,none,Kolkata,3123.87,2024-03-28 05:00:00,37,0
user_117,session_614,PC,9,13,0,9,0.0,10,414x896,Firefox,hindi,330,none,Bangalore,1829.82,2025-02-19 14:00:00,29,0
user_47,session_615,PC,8,12,0,11,0.0,492,1920x1080,Safari,hindi,330,portrait,Bangalore,330.99,2025-06-17 23:00:00,1259,0
user_88,session_616,Mobile,3,7,4,2,2.24,30,360x640,Edge,english,480,portrait,Delhi,303.16,2025-06-05 22:00:00,0,0
user_487,session_617,Mobile,10,6,2,3,0.93,14,414x896,Edge,hindi,0,landscape,Mumbai,2003.6,2024-08-29 07:00:00,0,0
user_236,session_618,PC,12,10,0,15,0.0,24,414x896,Chrome,hindi,330,portrait,Mumbai,820.54,2025-03-12 07:00:00,63,0
user_372,session_619,PC,3,13,0,14,0.0,247,1920x1080,Chrome,foreign,0,none,Mumbai,1189.03,2024-08-24 04:00:00,624,0
user_384,session_620,Mobile,1,4,5,4,0.93,66,1920x1080,Edge,foreign,330,landscape,Bangalore,4118.15,2024-08-10 15:00:00,0,0
user_271,session_621,Mobile,27,5,7,3,3.98,40,360x640,Safari,hindi,60,landscape,Indore,14163.861607614886,2024-08-18 03:00:00,1471,1
user_188,session_622,PC,11,6,0,11,0.0,185,1366x768,Chrome,hindi,480,portrait,Unknown,2235.62,2024-03-23 20:00:00,500,0
user_486,session_623,Mobile,8,4,13,7,1.07,45,360x640,Firefox,hindi,330,landscape,Unknown,341.91,2025-02-03 09:00:00,0,0
user_191,session_624,Mobile,1,8,8,5,1.92,36,1366x768,Chrome,english,60,none,Indore,2412.86,2024-07-31 04:00:00,0,0
user_446,session_625,PC,5,7,0,19,0.0,20,1920x1080,Edge,hindi,0,none,Unknown,1194.65,2024-12-07 00:00:00,47,0
user_68,session_626,PC,2,14,0,11,0.0,42,1440x900,Safari,english,330,landscape,Indore,644.1,2024-12-08 13:00:00,112,0
user_277,session_627,Mobile,7,4,9,6,1.51,34,360x640,Chrome,foreign,0,none,Delhi,1100.73,2025-01-09 00:00:00,0,0
user_348,session_628,Mobile,6,5,4,8,1.54,101,1440x900,Edge,hindi,480,landscape,Delhi,636.89,2024-01-10 19:00:00,0,0
user_246,session_629,Mobile,30,6,7,6,3.17,30,1366x768,Firefox,hindi,330,none,Bangalore,10699.201978853334,2024-04-19 02:00:00,1066,1
user_450,session_630,PC,5,10,0,14,0.0,77,360x640,Chrome,foreign,480,landscape,Kolkata,1287.11,2024-09-23 00:00:00,184,0
user_75,session_631,PC,8,10,0,11,0.0,10,1440x900,Edge,foreign,-330,portrait,Unknown,1441.27,2025-06-11 14:00:00,16,0
user_153,session_632,Mobile,5,6,11,8,2.2,19,1440x900,Edge,english,480,portrait,Bangalore,636.13,2024-04-18 10:00:00,0,0
user_143,session_633,Mobile,4,4,9,3,1.8,47,360x640,Firefox,foreign,0,none,Kolkata,45.84,2024-08-26 15:00:00,0,0
user_434,session_634,PC,11,19,0,9,0.0,10,1440x900,Safari,foreign,0,landscape,Indore,11730.284564610232,2024-08-12 02:00:00,636,1
user_484,session_635,Mobile,3,2,8,10,1.41,42,360x640,Chrome,english,480,portrait,Kolkata,3700.03,2024-06-24 13:00:00,0,0
user_85,session_636,Mobile,3,6,12,4,0.4,98,1440x900,Firefox,foreign,330,none,Kolkata,151.61,2025-05-20 15:00:00,0,0
user_184,session_637,Mobile,7,3,9,4,1.54,26,1920x1080,Safari,hindi,330,portrait,Unknown,259.38,2025-02-06 03:00:00,0,0
user_284,session_638,Mobile,9,3,7,8,1.33,12,360x640,Chrome,foreign,0,landscape,Kolkata,3088.43,2025-05-07 12:00:00,0,0
user_461,session_639,Mobile,6,5,8,6,1.39,10,1920x1080,Chrome,hindi,0,none,Unknown,486.37,2024-10-06 11:00:00,0,0
user_219,session_640,PC,9,12,0,8,0.0,32,414x896,Chrome,hindi,60,none,Mumbai,405.27,2024-07-22 20:00:00,61,0
user_68,session_641,Mobile,5,6,3,4,1.3,15,1920x1080,Edge,foreign,330,portrait,Bangalore,497.71,2024-08-31 19:00:00,0,0
user_46,session_642,PC,11,14,0,17,0.0,17,1440x900,Safari,hindi,60,landscape,Unknown,3258.19,2025-04-22 01:00:00,48,0
user_496,session_643,Mobile,6,5,6,4,0.08,128,1366x768,Edge,foreign,0,landscape,Delhi,276.76,2024-01-23 22:00:00,0,0
user_93,session_644,PC,10,8,0,8,0.0,10,1920x1080,Safari,foreign,0,none,Mumbai,1779.61,2024-03-06 03:00:00,19,0
user_237,session_645,Mobile,2,3,10,6,1.59,73,1920x1080,Chrome,english,60,none,Indore,3039.6,2024-08-12 10:00:00,0,0
user_445,session_646,PC,16,12,0,15,0.0,42,1920x1080,Firefox,hindi,330,none,Mumbai,6452.75,2025-05-19 03:00:00,105,0
user_499,session_647,PC,7,14,0,16,0.0,63,1366x768,Firefox,foreign,330,landscape,Bangalore,5577.03,2024-02-06 00:00:00,150,0
user_452,session_648,PC,8,11,0,17,0.0,74,1366x768,Edge,foreign,0,landscape,Delhi,3339.38,2024-11-03 05:00:00,186,0
user_203,session_649,PC,12,13,0,13,0.0,33,1920x1080,Safari,hindi,-330,portrait,Unknown,639.8,2025-01-13 21:00:00,81,0
user_399,session_650,Mobile,4,4,10,4,0.9,600,414x896,Chrome,foreign,-330,portrait,Unknown,17879.412229835918,2025-04-05 04:00:00,0,1
user_217,session_651,Mobile,3,5,5,7,1.56,118,1366x768,Chrome,hindi,0,portrait,Unknown,231.4,2025-02-19 10:00:00,0,0
user_473,session_652,Mobile,3,5,9,3,1.55,184,1366x768,Firefox,english,-330,none,Kolkata,8713.366705925611,2024-08-15 02:00:00,0,1
user_431,session_653,PC,10,13,0,16,0.0,19,1366x768,Chrome,english,0,none,Unknown,1240.93,2024-04-27 01:00:00,49,0
user_340,session_654,PC,4,13,0,12,0.0,10,360x640,Safari,english,330,portrait,Indore,5386.1,2024-03-19 10:00:00,19,0
user_38,session_655,PC,7,10,0,18,0.0,205,1920x1080,Edge,hindi,330,none,Indore,386.35,2025-05-11 08:00:00,480,0
user_99,session_656,PC,12,15,0,11,0.0,38,414x896,Safari,hindi,-330,landscape,Unknown,387.34,2024-11-16 14:00:00,84,0
user_288,session_657,Mobile,4,4,7,3,1.39,72,1366x768,Firefox,hindi,-330,landscape,Kolkata,3263.13,2025-06-03 20:00:00,0,0
user_253,session_658,PC,3,14,0,11,0.0,40,360x640,Chrome,foreign,330,landscape,Delhi,1342.76,2024-10-31 02:00:00,99,0
user_221,session_659,PC,9,17,0,13,0.0,12,1440x900,Edge,foreign,480,portrait,Delhi,1637.87,2025-04-19 20:00:00,26,0
user_356,session_660,PC,9,10,0,17,0.0,80,1440x900,Chrome,foreign,480,portrait,Bangalore,639.6,2025-06-16 19:00:00,194,0
user_22,session_661,PC,6,16,0,13,0.0,67,1366x768,Safari,foreign,60,landscape,Unknown,193.33,2025-04-08 02:00:00,178,0
user_249,session_662,Mobile,5,8,11,4,0.67,20,414x896,Firefox,foreign,60,landscape,Indore,1171.53,2025-05-27 16:00:00,0,0
user_9,session_663,Mobile,6,6,9,3,1.03,54,414x896,Safari,hindi,-330,none,Bangalore,1202.79,2024-08-19 16:00:00,0,0
user_245,session_664,PC,10,13,0,14,0.0,143,1920x1080,Firefox,english,60,portrait,Kolkata,2635.84,2025-03-15 04:00:00,389,0
user_324,session_665,PC,6,10,0,7,0.0,80,1366x768,Edge,english,480,landscape,Unknown,3181.43,2024-03-29 02:00:00,193,0
user_99,session_666,PC,10,10,0,15,0.0,10,1440x900,Firefox,foreign,0,landscape,Indore,999.25,2025-01-09 06:00:00,29,0
user_289,session_667,PC,19,8,0,18,0.0,71,1920x1080,Firefox,english,0,portrait,Kolkata,398.94,2025-02-27 19:00:00,177,0
user_179,session_668,PC,36,13,0,14,0.0,109,414x896,Safari,foreign,480,landscape,Kolkata,1744.9,2024-09-30 22:00:00,1774,1
user_222,session_669,Mobile,7,7,12,8,0.57,141,1920x1080,Firefox,english,0,portrait,Unknown,1587.88,2025-01-25 04:00:00,0,0
user_393,session_670,Mobile,2,8,7,2,1.56,89,1440x900,Safari,english,60,none,Mumbai,1217.95,2024-02-27 10:00:00,0,0
user_249,session_671,Mobile,3,3,9,1,1.3,14,414x896,Chrome,english,-330,none,Indore,1020.3,2024-03-05 02:00:00,0,0
user_146,session_672,PC,5,7,0,14,0.0,111,360x640,Edge,foreign,480,landscape,Delhi,313.09,2024-07-19 05:00:00,292,0
user_441,session_673,PC,3,17,0,25,0.0,101,360x640,Firefox,hindi,330,portrait,Mumbai,758.97,2024-01-13 12:00:00,280,0
user_95,session_674,Mobile,5,3,6,6,1.11,10,1366x768,Safari,english,330,portrait,Mumbai,2353.91,2025-02-12 14:00:00,0,0
user_256,session_675,Mobile,6,3,11,11,0.99,47,1920x1080,Chrome,hindi,-330,portrait,Mumbai,1112.08,2025-01-10 02:00:00,0,0
user_324,session_676,Mobile,2,6,8,6,1.92,36,414x896,Safari,hindi,0,portrait,Unknown,797.11,2024-02-16 20:00:00,0,0
user_492,session_677,PC,9,10,0,17,0.0,99,1366x768,Edge,foreign,330,none,Bangalore,907.03,2025-06-13 05:00:00,218,0
user_3,session_678,Mobile,3,3,8,3,1.16,21,1920x1080,Safari,foreign,330,landscape,Indore,3533.32,2024-02-10 08:00:00,0,0
user_15,session_679,PC,8,18,0,17,0.0,80,1440x900,Safari,hindi,480,portrait,Bangalore,1529.7,2024-07-02 20:00:00,206,0
user_279,session_680,Mobile,7,3,8,3,1.95,219,414x896,Safari,foreign,0,none,Delhi,563.52,2024-12-28 03:00:00,0,0
user_335,session_681,Mobile,3,6,8,12,1.26,143,1920x1080,Firefox,english,0,portrait,Delhi,299.92,2025-02-02 12:00:00,0,0
user_246,session_682,Mobile,1,6,8,6,0.87,228,414x896,Edge,foreign,-330,portrait,Indore,2205.1,2024-04-13 19:00:00,0,0
user_257,session_683,PC,0,13,0,15,0.0,345,1920x1080,Chrome,foreign,480,portrait,Indore,11088.502645064538,2025-01-17 02:00:00,854,1
user_496,session_684,Mobile,7,9,9,4,2.02,10,1440x900,Firefox,english,-330,landscape,Mumbai,1023.59,2024-02-16 18:00:00,0,0
user_475,session_685,PC,10,10,0,13,0.0,87,414x896,Firefox,foreign,60,portrait,Indore,1315.72,2025-03-20 11:00:00,200,0
user_383,session_686,PC,7,13,0,17,0.0,47,360x640,Firefox,hindi,-330,portrait,Indore,588.11,2024-09-23 15:00:00,119,0
user_159,session_687,PC,4,14,0,14,0.0,176,1440x900,Firefox,hindi,60,portrait,Mumbai,378.14,2024-09-10 15:00:00,390,0
user_474,session_688,Mobile,2,8,7,11,1.69,26,1920x1080,Edge,hindi,0,landscape,Delhi,197.87,2025-05-21 11:00:00,0,0
user_339,session_689,PC,7,9,0,21,0.0,356,414x896,Firefox,english,-330,landscape,Indore,521.41,2025-05-21 16:00:00,878,0
user_151,session_690,PC,10,10,0,12,0.0,85,1440x900,Chrome,hindi,480,portrait,Bangalore,285.61,2025-05-31 09:00:00,213,0
user_395,session_691,Mobile,4,3,6,6,0.49,141,1920x1080,Firefox,english,330,none,Delhi,980.19,2025-05-28 22:00:00,0,0
user_177,session_692,PC,4,15,0,8,0.0,10,360x640,Chrome,hindi,480,portrait,Delhi,5778.64,2025-01-04 14:00:00,26,0
user_162,session_693,Mobile,2,7,5,6,0.3,18,360x640,Chrome,foreign,330,landscape,Unknown,922.74,2024-11-21 06:00:00,0,0
user_379,session_694,PC,6,14,0,12,0.0,127,1920x1080,Safari,foreign,330,none,Kolkata,3.82,2025-04-25 08:00:00,319,0
user_32,session_695,PC,8,14,0,11,0.0,10,360x640,Edge,foreign,-330,none,Bangalore,3713.15,2025-06-02 09:00:00,32,0
user_416,session_696,Mobile,4,5,3,5,0.59,152,1440x900,Firefox,english,480,landscape,Indore,768.31,2024-04-14 16:00:00,0,0
user_444,session_697,PC,2,10,0,12,0.0,10,360x640,Edge,hindi,0,portrait,Unknown,180.15,2024-11-01 17:00:00,22,0
user_178,session_698,PC,10,6,0,20,0.0,96,1366x768,Firefox,hindi,480,landscape,Bangalore,877.8,2024-12-01 23:00:00,239,0
user_426,session_699,Mobile,4,2,10,5,0.65,40,360x640,Chrome,foreign,330,landscape,Mumbai,1893.75,2024-12-18 13:00:00,0,0
user_100,session_700,Mobile,7,7,9,4,1.01,85,1366x768,Chrome,english,0,none,Unknown,605.11,2024-03-02 04:00:00,0,0
user_267,session_701,Mobile,1,7,10,2,1.65,107,414x896,Edge,hindi,0,landscape,Indore,1373.64,2024-11-09 13:00:00,0,0
user_322,session_702,PC,7,10,0,10,0.0,37,1440x900,Edge,english,60,none,Delhi,214.19,2025-01-08 20:00:00,103,0
user_64,session_703,PC,7,15,0,16,0.0,10,414x896,Firefox,hindi,60,portrait,Delhi,7091.89,2024-12-14 22:00:00,31,0
user_416,session_704,Mobile,5,6,12,2,1.16,10,414x896,Edge,hindi,60,landscape,Indore,1135.38,2024-07-22 18:00:00,0,0
user_167,session_705,Mobile,4,4,7,9,1.79,80,360x640,Edge,english,330,portrait,Bangalore,15.03,2024-05-28 11:00:00,0,0
user_329,session_706,Mobile,4,7,8,3,1.61,66,360x640,Edge,foreign,60,landscape,Indore,1827.29,2024-12-03 14:00:00,0,0
user_42,session_707,Mobile,4,7,5,7,1.31,122,360x640,Firefox,hindi,0,none,Indore,1354.8,2025-01-09 13:00:00,0,0
user_43,session_708,Mobile,7,8,7,5,1.27,64,414x896,Chrome,english,-330,none,Indore,51.55,2024-07-28 18:00:00,0,0
user_284,session_709,PC,11,10,0,21,0.0,49,1440x900,Firefox,foreign,480,none,Unknown,104.31,2025-06-22 23:00:00,116,0
user_396,session_710,PC,10,14,0,17,0.0,45,1440x900,Chrome,english,60,landscape,Delhi,323.48,2024-06-28 20:00:00,128,0
user_11,session_711,Mobile,4,3,7,5,1.26,10,1366x768,Firefox,english,480,portrait,Kolkata,236.23,2024-06-09 05:00:00,0,0
user_94,session_712,PC,5,14,0,15,0.0,36,1920x1080,Edge,english,330,none,Bangalore,1294.73,2024-05-07 01:00:00,95,0
user_301,session_713,PC,5,13,0,17,0.0,335,1440x900,Safari,english,0,portrait,Indore,776.77,2024-12-12 02:00:00,836,0
user_385,session_714,Mobile,5,4,7,4,0.68,186,360x640,Edge,hindi,330,none,Kolkata,178.99,2024-05-02 02:00:00,0,0
user_252,session_715,Mobile,3,10,4,6,0.52,35,1366x768,Firefox,foreign,-330,landscape,Bangalore,2.0,2024-11-17 23:00:00,0,0
user_498,session_716,PC,2,11,0,11,0.0,79,360x640,Edge,english,330,none,Bangalore,879.33,2024-04-02 04:00:00,166,0
user_241,session_717,PC,6,10,0,15,0.0,169,414x896,Firefox,hindi,60,portrait,Indore,4825.99,2024-01-19 03:00:00,420,0
user_34,session_718,PC,6,8,0,7,0.0,52,414x896,Firefox,hindi,0,portrait,Bangalore,483.79,2024-06-14 19:00:00,127,0
user_214,session_719,Mobile,6,1,10,4,1.49,10,360x640,Edge,foreign,-330,portrait,Kolkata,315.39,2024-08-11 23:00:00,0,0
user_336,session_720,Mobile,6,4,5,2,0.63,10,1440x900,Chrome,english,60,landscape,Mumbai,1777.8,2025-03-12 11:00:00,0,0
user_89,session_721,PC,6,13,0,10,0.0,64,1920x1080,Safari,english,480,landscape,Indore,2145.47,2025-02-02 22:00:00,173,0
user_263,session_722,PC,7,15,0,20,0.0,313,360x640,Edge,foreign,480,landscape,Indore,173.56,2024-04-15 14:00:00,802,0
user_92,session_723,Mobile,7,4,6,5,1.23,106,1440x900,Chrome,foreign,60,portrait,Bangalore,266.42,2024-01-08 00:00:00,0,0
user_409,session_724,PC,7,13,0,9,0.0,10,1366x768,Firefox,hindi,60,landscape,Mumbai,1421.01,2025-03-21 09:00:00,17,0
user_457,session_725,Mobile,4,7,7,6,1.7,18,360x640,Firefox,hindi,480,portrait,Kolkata,666.34,2024-04-26 15:00:00,0,0
user_89,session_726,Mobile,2,9,6,5,1.55,132,1366x768,Safari,foreign,-330,none,Delhi,159.04,2024-03-28 07:00:00,0,0
user_417,session_727,PC,6,18,0,14,0.0,165,1440x900,Edge,foreign,0,portrait,Mumbai,1376.86,2025-03-07 17:00:00,393,0
user_114,session_728,Mobile,2,7,6,4,0.7,86,1440x900,Firefox,hindi,480,none,Bangalore,1649.54,2025-03-14 05:00:00,0,0
user_104,session_729,PC,13,14,0,13,0.0,93,1440x900,Chrome,english,480,none,Kolkata,1647.0,2024-07-06 05:00:00,228,0
user_390,session_730,PC,3,6,0,10,0.0,10,1440x900,Firefox,foreign,0,portrait,Bangalore,883.15,2024-02-20 22:00:00,29,0
user_195,session_731,Mobile,5,5,9,6,0.73,158,414x896,Safari,foreign,0,none,Indore,3629.99,2024-03-13 21:00:00,0,0
user_313,session_732,PC,8,11,0,17,0.0,139,1440x900,Firefox,english,60,landscape,Bangalore,783.23,2025-05-07 13:00:00,343,0
user_113,session_733,Mobile,7,5,5,6,1.66,26,414x896,Edge,english,330,none,Indore,582.88,2024-11-28 03:00:00,0,0
user_492,session_734,Mobile,6,4,8,4,1.73,110,1920x1080,Edge,english,0,none,Delhi,757.42,2025-03-16 00:00:00,0,0
user_74,session_735,PC,6,9,0,9,0.0,600,414x896,Safari,english,0,landscape,Bangalore,19244.55361125012,2025-01-04 03:00:00,57,1
user_412,session_736,PC,8,12,0,18,0.0,10,1366x768,Safari,foreign,330,landscape,Unknown,1354.18,2025-06-26 19:00:00,21,0
user_375,session_737,PC,4,12,0,18,0.0,20,1920x1080,Chrome,hindi,330,none,Kolkata,599.99,2024-07-20 02:00:00,41,0
user_419,session_738,PC,9,19,0,7,0.0,17,1366x768,Edge,english,330,none,Bangalore,1085.44,2024-08-13 04:00:00,33,0
user_216,session_739,PC,11,13,0,11,0.0,37,360x640,Edge,hindi,60,none,Indore,770.15,2024-11-08 02:00:00,91,0
user_276,session_740,PC,10,15,0,19,0.0,48,360x640,Chrome,english,-330,landscape,Unknown,5367.31,2024-06-13 20:00:00,125,0
user_248,session_741,PC,8,13,0,19,0.0,63,414x896,Safari,english,480,portrait,Unknown,1107.81,2025-03-31 21:00:00,160,0
user_163,session_742,Mobile,4,6,8,3,1.06,58,1366x768,Edge,foreign,480,none,Unknown,237.36,2025-04-09 11:00:00,0,0
user_393,session_743,Mobile,6,7,10,6,1.79,28,360x640,Chrome,hindi,-330,portrait,Unknown,886.53,2024-10-05 08:00:00,0,0
user_356,session_744,Mobile,7,8,8,6,1.2,10,360x640,Chrome,hindi,-330,portrait,Kolkata,417.7,2025-05-30 03:00:00,0,1
user_456,session_745,PC,6,12,0,12,0.0,83,360x640,Edge,foreign,330,none,Delhi,815.85,2025-06-01 18:00:00,224,0
user_407,session_746,PC,9,14,0,17,0.0,45,1920x1080,Edge,foreign,330,portrait,Kolkata,329.36,2024-04-07 16:00:00,89,0
user_191,session_747,Mobile,3,6,5,5,0.59,31,1920x1080,Safari,english,330,landscape,Bangalore,647.37,2024-05-29 02:00:00,0,0
user_226,session_748,PC,8,8,0,16,0.0,181,1440x900,Safari,hindi,60,landscape,Kolkata,3087.28,2025-03-06 16:00:00,450,0
user_176,session_749,PC,9,17,0,13,0.0,123,1366x768,Firefox,english,-330,landscape,Indore,409.93,2024-02-07 10:00:00,292,0
user_98,session_750,Mobile,3,4,15,5,0.04,175,360x640,Chrome,foreign,-330,none,Mumbai,1587.08,2024-01-03 08:00:00,0,0
user_495,session_751,Mobile,10,5,10,4,0.67,61,1366x768,Firefox,english,60,portrait,Unknown,940.26,2024-06-16 21:00:00,0,0
user_35,session_752,Mobile,4,3,11,6,0.75,12,1440x900,Safari,english,-330,landscape,Mumbai,5611.39,2024-10-08 16:00:00,0,0
user_465,session_753,PC,15,11,0,19,0.0,107,414x896,Edge,hindi,330,portrait,Delhi,35.69,2025-03-11 13:00:00,280,0
user_496,session_754,Mobile,7,6,10,5,0.62,20,1440x900,Chrome,foreign,330,landscape,Delhi,779.1,2024-06-26 18:00:00,0,0
user_486,session_755,Mobile,4,7,6,3,1.54,52,360x640,Safari,hindi,330,none,Kolkata,1158.99,2025-02-24 07:00:00,0,0
user_95,session_756,Mobile,4,8,10,5,2.02,10,414x896,Firefox,foreign,330,none,Delhi,541.69,2024-03-06 06:00:00,0,0
user_151,session_757,Mobile,1,5,5,4,1.71,157,414x896,Firefox,hindi,330,none,Bangalore,4784.38,2024-11-22 21:00:00,0,0
user_150,session_758,Mobile,4,4,6,5,1.82,12,1440x900,Chrome,foreign,0,portrait,Kolkata,3348.43,2025-05-25 14:00:00,0,0
user_189,session_759,Mobile,4,8,11,4,0.92,210,360x640,Edge,english,330,portrait,Indore,484.56,2024-12-24 08:00:00,0,0
user_223,session_760,PC,8,8,0,11,0.0,179,414x896,Firefox,english,0,portrait,Indore,348.81,2024-10-29 09:00:00,437,0
user_36,session_761,Mobile,8,7,7,7,0.77,56,1440x900,Chrome,foreign,60,landscape,Indore,60.72,2024-04-03 06:00:00,0,0
user_267,session_762,Mobile,9,4,4,3,1.5,122,1440x900,Firefox,hindi,60,none,Kolkata,271.93,2025-04-07 22:00:00,0,0
user_368,session_763,Mobile,3,16,8,6,1.12,86,360x640,Firefox,english,0,none,Unknown,2526.61,2024-08-18 16:00:00,0,0
user_182,session_764,PC,7,12,0,19,0.0,146,1440x900,Firefox,foreign,-330,landscape,Bangalore,3310.88,2025-06-01 17:00:00,375,0
user_12,session_765,PC,5,17,0,10,0.0,50,1440x900,Chrome,english,330,landscape,Kolkata,392.26,2024-01-02 03:00:00,125,0
user_278,session_766,Mobile,4,7,8,1,1.15,138,1440x900,Edge,english,480,portrait,Bangalore,1576.96,2024-12-11 20:00:00,0,0
user_216,session_767,Mobile,5,3,7,3,0.86,55,1366x768,Edge,english,-330,none,Unknown,931.24,2025-01-30 09:00:00,0,0
user_354,session_768,Mobile,6,5,6,3,0.73,254,1920x1080,Safari,foreign,-330,portrait,Kolkata,69.25,2024-04-06 23:00:00,0,0
user_360,session_769,Mobile,4,1,6,5,1.56,59,1366x768,Chrome,english,480,landscape,Indore,222.67,2024-02-07 03:00:00,0,0
user_285,session_770,Mobile,4,6,6,4,0.08,55,1440x900,Safari,english,480,none,Bangalore,428.69,2025-06-19 04:00:00,0,0
user_272,session_771,Mobile,6,4,5,8,1.14,138,1920x1080,Chrome,hindi,330,none,Unknown,6106.83,2024-11-30 00:00:00,0,0
user_368,session_772,Mobile,4,6,6,6,1.83,155,414x896,Edge,foreign,0,none,Kolkata,1116.11,2024-03-04 19:00:00,0,0
user_61,session_773,Mobile,4,2,6,3,1.6,72,1366x768,Chrome,hindi,330,none,Delhi,1376.73,2024-06-13 15:00:00,0,0
user_83,session_774,Mobile,11,5,7,5,0.91,17,1366x768,Safari,hindi,330,portrait,Mumbai,1616.32,2025-04-09 17:00:00,0,0
user_367,session_775,PC,5,10,0,21,0.0,56,1366x768,Firefox,hindi,330,portrait,Bangalore,982.97,2024-08-24 18:00:00,130,0
user_216,session_776,PC,6,9,0,17,0.0,309,360x640,Firefox,foreign,330,portrait,Unknown,2403.07,2025-03-05 19:00:00,737,0
user_341,session_777,Mobile,7,3,9,3,1.1,125,1440x900,Safari,foreign,-330,none,Indore,2522.89,2025-02-24 23:00:00,0,0
user_396,session_778,PC,5,12,0,19,0.0,150,414x896,Firefox,hindi,-330,none,Kolkata,31.07,2024-01-03 20:00:00,355,0
user_186,session_779,PC,6,16,0,14,0.0,10,414x896,Edge,foreign,0,none,Kolkata,2442.81,2024-04-25 14:00:00,27,0
user_18,session_780,PC,8,15,0,15,0.0,56,414x896,Firefox,hindi,480,none,Bangalore,198.26,2024-06-30 22:00:00,146,0
user_176,session_781,PC,10,15,0,12,0.0,93,1440x900,Firefox,hindi,60,landscape,Mumbai,3167.64,2024-12-10 08:00:00,245,0
user_99,session_782,PC,27,11,0,0,0.0,159,1920x1080,Firefox,hindi,0,landscape,Mumbai,19499.638189070407,2024-01-03 02:00:00,1529,1
user_395,session_783,PC,8,12,0,19,0.0,10,1366x768,Firefox,foreign,330,none,Unknown,1954.99,2024-11-09 13:00:00,33,0
user_444,session_784,Mobile,8,7,9,5,0.67,172,1440x900,Edge,hindi,330,landscape,Indore,5337.72,2025-02-17 16:00:00,0,0
user_232,session_785,Mobile,7,3,7,7,0.65,71,1366x768,Firefox,english,-330,portrait,Bangalore,278.89,2024-07-01 12:00:00,0,0
user_402,session_786,PC,8,11,0,19,0.0,19,1440x900,Safari,hindi,0,portrait,Indore,2468.08,2025-01-11 14:00:00,53,0
user_75,session_787,PC,11,18,0,20,0.0,34,1366x768,Firefox,english,480,landscape,Bangalore,554.85,2024-08-13 13:00:00,85,0
user_264,session_788,Mobile,2,5,9,8,0.93,29,1440x900,Chrome,english,60,portrait,Mumbai,768.26,2024-08-01 05:00:00,0,0
user_454,session_789,PC,7,13,0,21,0.0,68,1920x1080,Firefox,foreign,0,landscape,Indore,1507.73,2024-02-08 19:00:00,164,0
user_283,session_790,Mobile,10,9,8,3,1.58,10,414x896,Chrome,hindi,480,portrait,Bangalore,2607.11,2024-06-21 11:00:00,0,0
user_205,session_791,Mobile,4,5,13,3,1.28,15,1366x768,Chrome,hindi,330,none,Indore,1144.09,2025-06-27 10:00:00,0,0
user_222,session_792,Mobile,5,10,8,4,1.58,150,1440x900,Chrome,foreign,60,landscape,Unknown,2194.4,2024-02-20 02:00:00,0,0
